product_id,sku,product_name,category,brand,supplier,supplier_email,supplier_phone,cost_price,selling_price,current_stock,minimum_stock,maximum_stock,reorder_level,batch_number,manufacturing_date,expiry_date,warehouse,daily_sales,weekly_sales,monthly_sales,yearly_sales,today_sales,today_revenue,today_profit,profit_margin,last_purchase_date,last_sale_date,customer_rating,sales_velocity,is_fast_moving,is_slow_moving,recommended_reorder_qty,recommended_not_to_reorder,supplier_rank,growth_score
78,SKU-CLE-0078,Dish Wash Liquid,Cleaning Products,Rin,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,116.81,144.96,24,22,224,33,BATCH-260611-0078,2026-06-11,2028-04-25,Warehouse C - Dry Goods,27,191,706,9871,34,4928.64,957.1,19.42,2026-06-25,2026-07-15,3.4,1.125,0,0,0,0,1,100
79,SKU-DAI-0079,Butter,Dairy,Britannia,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,76.03,102.37,36,32,286,58,BATCH-260319-0079,2026-03-19,2026-04-01,Store Backroom,89,625,2388,37593,56,5732.72,1475.04,25.73,2026-07-11,2026-07-16,5.0,2.4722,0,0,0,0,3,100
80,SKU-OIL-0080,Mustard Oil,Oil & Ghee,Dhara,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,177.62,224.24,56,21,215,41,BATCH-260713-0080,2026-07-13,2027-06-10,Warehouse A - Main,30,213,980,11936,35,7848.4,1631.7,20.79,2026-07-01,2026-07-16,4.9,0.5357,0,0,0,0,5,100
81,SKU-STA-0081,Besan,Staples,Annapurna,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,154.53,197.38,119,59,357,95,BATCH-260525-0081,2026-05-25,2027-05-16,Warehouse A - Main,25,182,680,8909,22,4342.36,942.7,21.71,2026-07-10,2026-07-16,4.1,0.2101,0,0,0,0,5,100
82,SKU-BEV-0082,Energy Drink,Beverages,Real,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,58.66,69.35,55,40,309,65,BATCH-260415-0082,2026-04-15,2027-04-04,Warehouse B - Cold Storage,62,469,1772,21311,78,5409.3,833.82,15.41,2026-06-26,2026-07-15,3.7,1.1273,0,0,0,0,4,100
83,SKU-OIL-0083,Groundnut Oil,Oil & Ghee,Fortune,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,176.26,209.3,66,39,336,58,BATCH-260504-0083,2026-05-04,2027-04-22,Warehouse B - Cold Storage,7,49,237,2781,5,1046.5,165.2,15.79,2026-06-29,2026-07-16,4.8,0.1061,0,0,0,0,4,100
84,SKU-SNA-0084,Cookies,Snacks & Biscuits,Britannia,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,31.78,44.7,51,25,213,64,BATCH-260418-0084,2026-04-18,2026-08-20,Warehouse A - Main,26,181,710,9636,37,1653.9,478.04,28.9,2026-07-12,2026-07-17,4.3,0.5098,0,0,0,0,5,100
85,SKU-PER-0085,Soap,Personal Care,Colgate,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,230.09,273.28,55,34,147,47,BATCH-260319-0085,2026-03-19,2027-11-17,Warehouse A - Main,45,283,1370,19244,40,10931.2,1727.6,15.8,2026-07-01,2026-07-15,3.6,0.8182,0,0,0,0,3,100
86,SKU-DAI-0086,Paneer,Dairy,Vriddhi Farms,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,57.4,68.29,73,22,166,45,BATCH-260327-0086,2026-03-27,2026-04-08,Warehouse C - Dry Goods,77,592,2238,28053,110,7511.9,1197.9,15.95,2026-06-18,2026-07-17,3.2,1.0548,0,1,0,1,5,100
87,SKU-STA-0087,Sugar,Staples,Annapurna,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,147.22,193.21,190,53,279,91,BATCH-260623-0087,2026-06-23,2026-12-23,Warehouse B - Cold Storage,15,96,404,5385,11,2125.31,505.89,23.8,2026-06-23,2026-07-16,4.6,0.0789,0,1,0,1,5,100
88,SKU-FRU-0088,Grapes,Fruits,Vriddhi Farms,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,54.71,71.76,65,45,254,71,BATCH-260528-0088,2026-05-28,2026-06-03,Warehouse A - Main,35,268,1042,15002,17,1219.92,289.85,23.76,2026-07-02,2026-07-16,4.9,0.5385,0,0,0,0,3,100
89,SKU-SNA-0089,Biscuits,Snacks & Biscuits,Haldiram's,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,203.03,269.59,26,23,293,36,BATCH-260609-0089,2026-06-09,2026-10-24,Store Backroom,11,82,356,4320,12,3235.08,798.72,24.69,2026-06-27,2026-07-17,3.6,0.4231,0,0,0,0,2,100
90,SKU-PER-0090,Hand Wash,Personal Care,Head & Shoulders,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,247.66,305.14,100,55,275,89,BATCH-260706-0090,2026-07-06,2028-03-31,Warehouse A - Main,1,6,27,402,1,305.14,57.48,18.84,2026-07-02,2026-07-15,4.5,0.01,0,0,0,0,1,52.3
91,SKU-FRO-0091,Frozen Fries,Frozen Foods,McCain,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,252.06,350.58,11,32,278,59,BATCH-260404-0091,2026-04-04,2026-08-16,Store Backroom,17,111,522,5189,17,5959.86,1674.84,28.1,2026-07-02,2026-07-17,4.1,1.5455,1,0,267,0,4,100
92,SKU-PER-0092,Body Lotion,Personal Care,Lux,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,209.45,280.03,13,45,210,81,BATCH-260709-0092,2026-07-09,2027-08-13,Warehouse B - Cold Storage,24,153,703,9462,24,6720.72,1693.92,25.2,2026-06-17,2026-07-16,3.3,1.8462,1,0,197,0,4,100
93,SKU-PER-0093,Soap,Personal Care,Nivea,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,245.45,322.46,108,46,241,84,BATCH-260602-0093,2026-06-02,2027-08-01,Warehouse B - Cold Storage,37,268,1163,13717,42,13543.32,3234.42,23.88,2026-07-11,2026-07-15,3.9,0.3426,0,0,0,0,2,100
94,SKU-DAI-0094,Curd,Dairy,Amul,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,64.15,90.68,84,49,321,82,BATCH-260415-0094,2026-04-15,2026-04-21,Warehouse A - Main,30,199,858,9967,43,3899.24,1140.79,29.26,2026-07-15,2026-07-15,4.0,0.3571,0,0,0,0,1,100
95,SKU-DAI-0095,Milk,Dairy,Britannia,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,53.61,67.22,12,23,185,56,BATCH-260504-0095,2026-05-04,2026-05-17,Warehouse B - Cold Storage,1,6,34,326,1,67.22,13.61,20.25,2026-06-28,2026-07-15,4.6,0.0833,1,0,173,0,3,98.2
96,SKU-DAI-0096,Cheese,Dairy,Britannia,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,48.88,60.81,135,37,152,64,BATCH-260425-0096,2026-04-25,2026-05-10,Warehouse C - Dry Goods,34,243,997,12388,50,3040.5,596.5,19.62,2026-06-21,2026-07-15,3.8,0.2519,0,1,0,1,4,100
97,SKU-DAI-0097,Ghee,Dairy,Amul,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,26.95,34.53,86,35,192,54,BATCH-260604-0097,2026-06-04,2026-06-09,Warehouse B - Cold Storage,30,206,908,10461,22,759.66,166.76,21.95,2026-06-17,2026-07-16,4.7,0.3488,0,1,0,1,1,100
98,SKU-BEV-0098,Mineral Water,Beverages,Bisleri,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,95.17,125.82,32,58,168,95,BATCH-260608-0098,2026-06-08,2026-12-08,Store Backroom,44,318,1207,14189,61,7675.02,1869.65,24.36,2026-07-10,2026-07-17,4.9,1.375,1,0,136,0,1,100
99,SKU-BEV-0099,Energy Drink,Beverages,Coca-Cola,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,214.78,285.9,59,45,206,72,BATCH-260415-0099,2026-04-15,2027-02-09,Warehouse A - Main,4,27,133,1440,5,1429.5,355.6,24.88,2026-06-22,2026-07-16,4.8,0.0678,0,0,0,0,3,88.9
100,SKU-OIL-0100,Olive Oil,Oil & Ghee,Patanjali,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,261.94,351.62,91,21,187,48,BATCH-260401-0100,2026-04-01,2026-11-29,Store Backroom,29,199,779,9864,25,8790.5,2242.0,25.5,2026-07-01,2026-07-15,4.4,0.3187,0,1,0,1,3,100
101,SKU-DAI-0101,Yogurt,Dairy,Amul,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,56.71,71.86,46,30,317,65,BATCH-260707-0101,2026-07-07,2026-07-11,Warehouse B - Cold Storage,28,215,955,10317,37,2658.82,560.55,21.08,2026-06-22,2026-07-17,3.9,0.6087,0,0,0,0,2,100
102,SKU-BEV-0102,Energy Drink,Beverages,Tata Tea,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,81.24,102.1,57,23,281,53,BATCH-260510-0102,2026-05-10,2027-05-09,Store Backroom,36,251,920,13411,18,1837.8,375.48,20.43,2026-07-08,2026-07-15,5.0,0.6316,0,0,0,0,1,100
103,SKU-BAK-0103,Bread,Bakery,Harvest Gold,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,21.96,25.23,36,29,190,45,BATCH-260608-0103,2026-06-08,2026-06-12,Store Backroom,10,76,296,3275,11,277.53,35.97,12.96,2026-06-26,2026-07-15,4.6,0.2778,0,0,0,0,1,100
104,SKU-VEG-0104,Capsicum,Vegetables,Local Produce,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,45.94,60.23,107,30,151,55,BATCH-260617-0104,2026-06-17,2026-06-23,Warehouse A - Main,70,536,2398,29584,99,5962.77,1414.71,23.73,2026-06-18,2026-07-15,4.8,0.6542,0,1,0,1,4,100
105,SKU-STA-0105,Atta,Staples,Fortune,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,279.16,387.97,85,56,324,67,BATCH-260608-0105,2026-06-08,2027-01-15,Warehouse C - Dry Goods,35,227,1151,14414,50,19398.5,5440.5,28.05,2026-06-28,2026-07-17,4.2,0.4118,0,0,0,0,4,100
106,SKU-OIL-0106,Ghee,Oil & Ghee,Patanjali,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,231.57,269.08,89,25,253,58,BATCH-260501-0106,2026-05-01,2027-02-06,Store Backroom,26,179,859,8884,32,8610.56,1200.32,13.94,2026-06-22,2026-07-16,3.3,0.2921,0,1,0,1,3,100
107,SKU-STA-0107,Chana Dal,Staples,Fortune,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,83.88,107.86,66,44,254,59,BATCH-260416-0107,2026-04-16,2027-03-24,Warehouse A - Main,42,311,1340,12767,27,2912.22,647.46,22.23,2026-07-12,2026-07-15,3.9,0.6364,0,0,0,0,3,100
108,SKU-OIL-0108,Mustard Oil,Oil & Ghee,Fortune,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,144.53,194.88,36,26,159,38,BATCH-260705-0108,2026-07-05,2027-06-02,Store Backroom,35,247,1021,10354,29,5651.52,1460.15,25.84,2026-06-27,2026-07-16,4.8,0.9722,0,0,0,0,1,100
109,SKU-BEV-0109,Mineral Water,Beverages,Coca-Cola,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,222.96,287.14,55,35,281,61,BATCH-260707-0109,2026-07-07,2027-04-05,Warehouse B - Cold Storage,54,344,1588,19087,53,15218.42,3401.54,22.35,2026-07-08,2026-07-17,4.5,0.9818,0,0,0,0,4,100
110,SKU-PER-0110,Shampoo,Personal Care,Dove,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,62.46,75.66,100,45,230,81,BATCH-260501-0110,2026-05-01,2027-07-09,Warehouse B - Cold Storage,34,229,969,13976,46,3480.36,607.2,17.45,2026-07-07,2026-07-16,4.3,0.34,0,0,0,0,2,100
111,SKU-DAI-0111,Paneer,Dairy,Mother Dairy,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,77.97,94.14,79,60,285,100,BATCH-260420-0111,2026-04-20,2026-05-10,Warehouse C - Dry Goods,7,45,214,2649,7,658.98,113.19,17.18,2026-07-16,2026-07-15,4.0,0.0886,0,0,0,0,2,100
112,SKU-BEV-0112,Energy Drink,Beverages,Nescafe,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,39.36,54.09,13,46,318,71,BATCH-260501-0112,2026-05-01,2027-02-27,Warehouse C - Dry Goods,64,417,1875,22210,60,3245.4,883.8,27.23,2026-06-28,2026-07-16,4.2,4.9231,1,0,305,0,4,100
113,SKU-BEV-0113,Tea,Beverages,Tata Tea,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,270.74,346.84,82,60,181,73,BATCH-260406-0113,2026-04-06,2027-01-21,Warehouse B - Cold Storage,14,107,442,4904,17,5896.28,1293.7,21.94,2026-07-13,2026-07-17,3.4,0.1707,0,0,0,0,2,100
114,SKU-PER-0114,Toothpaste,Personal Care,Nivea,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,118.57,149.27,116,57,333,83,BATCH-260401-0114,2026-04-01,2027-06-12,Warehouse C - Dry Goods,42,292,1182,17908,24,3582.48,736.8,20.57,2026-07-05,2026-07-16,3.8,0.3621,0,0,0,0,2,100
115,SKU-PER-0115,Hand Wash,Personal Care,Nivea,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,60.5,80.86,74,48,229,60,BATCH-260615-0115,2026-06-15,2028-03-05,Store Backroom,46,331,1453,14535,68,5498.48,1384.48,25.18,2026-07-11,2026-07-15,3.5,0.6216,0,0,0,0,5,100
116,SKU-CLE-0116,Floor Cleaner,Cleaning Products,Surf Excel,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,207.53,271.64,38,31,294,62,BATCH-260417-0116,2026-04-17,2027-08-04,Warehouse B - Cold Storage,44,315,1200,16652,39,10593.96,2500.29,23.6,2026-07-10,2026-07-16,4.6,1.1579,0,0,0,0,1,100
117,SKU-SNA-0117,Cookies,Snacks & Biscuits,Sunfeast,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,111.28,139.91,100,36,307,73,BATCH-260624-0117,2026-06-24,2026-12-17,Warehouse B - Cold Storage,19,130,504,6524,18,2518.38,515.34,20.46,2026-06-24,2026-07-16,4.9,0.19,0,0,0,0,5,100
118,SKU-SNA-0118,Chips,Snacks & Biscuits,Haldiram's,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,53.0,64.22,13,31,226,63,BATCH-260509-0118,2026-05-09,2026-11-03,Store Backroom,38,271,1165,13443,37,2376.14,415.14,17.47,2026-06-17,2026-07-15,4.9,2.9231,1,0,213,0,2,100
119,SKU-FRU-0119,Apple,Fruits,Vriddhi Farms,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,24.12,29.29,127,48,306,59,BATCH-260417-0119,2026-04-17,2026-04-27,Warehouse B - Cold Storage,23,162,721,8089,22,644.38,113.74,17.65,2026-07-01,2026-07-17,3.3,0.1811,0,1,0,1,1,100
120,SKU-SNA-0120,Crackers,Snacks & Biscuits,Sunfeast,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,29.15,34.61,85,38,181,72,BATCH-260408-0120,2026-04-08,2026-09-14,Store Backroom,25,184,761,7713,15,519.15,81.9,15.78,2026-06-20,2026-07-16,4.2,0.2941,0,0,0,0,1,100
121,SKU-PER-0121,Toothpaste,Personal Care,Dove,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,85.89,107.15,130,35,211,72,BATCH-260404-0121,2026-04-04,2028-01-30,Warehouse B - Cold Storage,8,55,275,3241,5,535.75,106.3,19.84,2026-06-24,2026-07-16,4.7,0.0615,0,1,0,1,5,89.5
122,SKU-STA-0122,Salt,Staples,Aashirvaad,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,58.99,69.73,50,33,148,61,BATCH-260612-0122,2026-06-12,2027-04-19,Store Backroom,47,331,1335,18555,37,2580.01,397.38,15.4,2026-06-18,2026-07-15,4.7,0.94,0,0,0,0,2,100
123,SKU-STA-0123,Salt,Staples,India Gate,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,297.9,411.14,9,28,307,65,BATCH-260427-0123,2026-04-27,2027-02-07,Warehouse C - Dry Goods,20,149,580,6255,22,9045.08,2491.28,27.54,2026-07-04,2026-07-16,3.3,2.2222,1,0,298,0,1,100
124,SKU-STA-0124,Chana Dal,Staples,Tata,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,282.17,347.27,26,51,234,79,BATCH-260601-0124,2026-06-01,2026-12-14,Store Backroom,35,256,1122,12562,40,13890.8,2604.0,18.75,2026-06-21,2026-07-15,3.9,1.3462,1,0,208,0,4,100
125,SKU-BAK-0125,Rusk,Bakery,Local Bakery,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,35.99,43.37,68,55,302,69,BATCH-260329-0125,2026-03-29,2026-04-03,Warehouse B - Cold Storage,16,103,520,5745,9,390.33,66.42,17.02,2026-07-02,2026-07-16,3.2,0.2353,0,0,0,0,4,100
126,SKU-BEV-0126,Soft Drinks,Beverages,Pepsi,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,104.52,144.48,44,37,160,67,BATCH-260411-0126,2026-04-11,2026-12-06,Store Backroom,75,540,1947,28750,91,13147.68,3636.36,27.66,2026-07-03,2026-07-15,3.4,1.7045,0,0,0,0,1,100
127,SKU-DAI-0127,Cream,Dairy,Mother Dairy,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,23.63,28.07,72,48,150,58,BATCH-260606-0127,2026-06-06,2026-06-20,Warehouse B - Cold Storage,55,351,1592,21928,33,926.31,146.52,15.82,2026-06-18,2026-07-16,3.4,0.7639,0,0,0,0,2,100
128,SKU-CLE-0128,Dish Wash Liquid,Cleaning Products,Vim,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,151.41,169.96,56,30,242,51,BATCH-260705-0128,2026-07-05,2027-08-25,Store Backroom,23,149,671,9021,31,5268.76,575.05,10.91,2026-07-12,2026-07-17,4.3,0.4107,0,0,0,0,4,100
129,SKU-FRO-0129,Ice Cream,Frozen Foods,Godrej Yummiez,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,241.5,288.43,61,25,188,52,BATCH-260430-0129,2026-04-30,2027-01-05,Warehouse B - Cold Storage,17,107,563,7137,11,3172.73,516.23,16.27,2026-07-10,2026-07-15,3.9,0.2787,0,0,0,0,1,100
130,SKU-STA-0130,Besan,Staples,Fortune,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,128.05,152.68,99,60,312,72,BATCH-260505-0130,2026-05-05,2027-02-16,Warehouse A - Main,59,453,2000,18364,80,12214.4,1970.4,16.13,2026-07-05,2026-07-15,4.4,0.596,0,0,0,0,4,100
131,SKU-STA-0131,Sugar,Staples,Tata,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,184.46,207.36,24,33,143,72,BATCH-260509-0131,2026-05-09,2027-03-22,Warehouse B - Cold Storage,3,21,87,1183,1,207.36,22.9,11.04,2026-06-27,2026-07-17,3.7,0.125,1,0,119,0,3,100
132,SKU-VEG-0132,Potato,Vegetables,Farm Fresh,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,49.87,61.7,106,60,355,96,BATCH-260320-0132,2026-03-20,2026-03-29,Warehouse B - Cold Storage,36,248,1226,11766,26,1604.2,307.58,19.17,2026-07-13,2026-07-16,4.3,0.3396,0,0,0,0,1,100
133,SKU-BEV-0133,Mineral Water,Beverages,Pepsi,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,23.55,27.35,83,20,161,45,BATCH-260409-0133,2026-04-09,2026-10-13,Warehouse A - Main,41,265,1333,13580,56,1531.6,212.8,13.89,2026-07-06,2026-07-16,3.7,0.494,0,1,0,1,1,100
134,SKU-STA-0134,Sugar,Staples,Aashirvaad,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,147.46,181.09,53,51,296,66,BATCH-260512-0134,2026-05-12,2026-11-08,Warehouse B - Cold Storage,1,6,30,397,0,0.0,0.0,18.57,2026-07-15,2026-07-17,3.6,0.0189,0,0,0,0,4,41.2
135,SKU-SNA-0135,Biscuits,Snacks & Biscuits,Sunfeast,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,280.72,386.62,68,55,337,88,BATCH-260421-0135,2026-04-21,2026-07-26,Warehouse A - Main,25,168,823,9386,15,5799.3,1588.5,27.39,2026-07-11,2026-07-17,4.6,0.3676,0,0,0,0,1,100
136,SKU-CLE-0136,Detergent Bar,Cleaning Products,Surf Excel,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,221.87,299.98,30,39,222,51,BATCH-260518-0136,2026-05-18,2027-11-22,Warehouse B - Cold Storage,58,381,1773,19509,65,19498.7,5077.15,26.04,2026-06-28,2026-07-16,5.0,1.9333,0,0,0,0,2,100
137,SKU-OIL-0137,Mustard Oil,Oil & Ghee,Saffola,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,21.79,27.09,63,34,272,55,BATCH-260620-0137,2026-06-20,2027-05-01,Warehouse B - Cold Storage,38,279,1097,15190,30,812.7,159.0,19.56,2026-07-09,2026-07-16,4.1,0.6032,0,0,0,0,1,100
138,SKU-CLE-0138,Toilet Cleaner,Cleaning Products,Harpic,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,98.76,111.91,51,34,267,57,BATCH-260403-0138,2026-04-03,2027-10-21,Warehouse B - Cold Storage,25,191,656,7648,15,1678.65,197.25,11.75,2026-07-14,2026-07-15,4.2,0.4902,0,0,0,0,4,100
139,SKU-STA-0139,Wheat Flour,Staples,Fortune,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,101.67,139.82,69,45,324,81,BATCH-260625-0139,2026-06-25,2027-04-16,Warehouse B - Cold Storage,24,158,780,9056,15,2097.3,572.25,27.29,2026-07-02,2026-07-16,3.9,0.3478,0,0,0,0,5,100
140,SKU-SNA-0140,Namkeen,Snacks & Biscuits,Britannia,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,106.33,127.54,71,27,150,42,BATCH-260628-0140,2026-06-28,2026-10-07,Warehouse C - Dry Goods,30,218,927,9701,40,5101.6,848.4,16.63,2026-06-24,2026-07-17,4.9,0.4225,0,1,0,1,4,100
141,SKU-CLE-0141,Detergent Bar,Cleaning Products,Harpic,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,212.22,248.76,57,45,260,72,BATCH-260630-0141,2026-06-30,2027-10-09,Warehouse C - Dry Goods,1,6,25,413,1,248.76,36.54,14.69,2026-06-20,2026-07-16,3.9,0.0175,0,0,0,0,1,46.8
142,SKU-PER-0142,Razor,Personal Care,Head & Shoulders,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,44.58,50.79,124,48,180,60,BATCH-260504-0142,2026-05-04,2027-12-11,Store Backroom,31,209,802,11138,20,1015.8,124.2,12.23,2026-06-20,2026-07-15,3.9,0.25,0,1,0,1,1,100
143,SKU-BEV-0143,Juice,Beverages,Coca-Cola,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,119.1,165.85,92,37,208,61,BATCH-260629-0143,2026-06-29,2027-04-12,Warehouse A - Main,24,165,730,7221,18,2985.3,841.5,28.19,2026-07-10,2026-07-15,4.8,0.2609,0,1,0,1,5,100
144,SKU-STA-0144,Salt,Staples,Tata,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,238.94,293.35,83,54,354,79,BATCH-260713-0144,2026-07-13,2027-03-21,Warehouse B - Cold Storage,17,114,474,5028,18,5280.3,979.38,18.55,2026-07-15,2026-07-16,4.2,0.2048,0,0,0,0,5,100
145,SKU-STA-0145,Chana Dal,Staples,Annapurna,Global Foods Distributors,orders@globalfoods.com,+91-98200-11122,89.4,106.6,88,54,342,65,BATCH-260616-0145,2026-06-16,2027-05-13,Warehouse C - Dry Goods,1,6,33,436,0,0.0,0.0,16.14,2026-07-06,2026-07-15,4.5,0.0114,0,0,0,0,5,35.7
146,SKU-STA-0146,Atta,Staples,Annapurna,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,177.81,229.19,58,32,258,59,BATCH-260716-0146,2026-07-16,2027-04-06,Warehouse B - Cold Storage,5,32,137,1619,5,1145.95,256.9,22.42,2026-06-17,2026-07-15,3.6,0.0862,0,0,0,0,2,94.6
147,SKU-VEG-0147,Cabbage,Vegetables,Local Produce,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,18.87,21.97,88,29,327,42,BATCH-260626-0147,2026-06-26,2026-07-05,Warehouse C - Dry Goods,76,520,2007,25540,48,1054.56,148.8,14.11,2026-06-21,2026-07-15,4.9,0.8636,0,1,0,1,3,100
148,SKU-FRU-0148,Banana,Fruits,Local Produce,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,58.26,79.49,54,44,222,77,BATCH-260505-0148,2026-05-05,2026-05-08,Warehouse A - Main,38,289,1293,13268,56,4451.44,1188.88,26.71,2026-07-11,2026-07-15,3.8,0.7037,0,0,0,0,5,100
149,SKU-OIL-0149,Olive Oil,Oil & Ghee,Fortune,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,59.38,79.78,71,35,223,55,BATCH-260615-0149,2026-06-15,2027-06-07,Warehouse A - Main,44,316,1473,15717,33,2632.74,673.2,25.57,2026-07-14,2026-07-16,3.7,0.6197,0,0,0,0,1,100
150,SKU-STA-0150,Salt,Staples,Fortune,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,142.7,177.79,96,30,235,55,BATCH-260410-0150,2026-04-10,2027-03-31,Warehouse C - Dry Goods,37,252,1219,15064,39,6933.81,1368.51,19.74,2026-07-09,2026-07-17,4.0,0.3854,0,1,0,1,1,100
151,SKU-DAI-0151,Yogurt,Dairy,Mother Dairy,Vriddhi Farm Direct,supply@vriddhifarms.com,+91-98200-55566,76.86,87.79,46,30,226,45,BATCH-260625-0151,2026-06-25,2026-07-11,Store Backroom,51,365,1522,15122,73,6408.67,797.89,12.45,2026-07-11,2026-07-17,3.4,1.1087,0,0,0,0,2,100
152,SKU-BEV-0152,Tea,Beverages,Pepsi,Prime Fresh Produce Co.,info@primefresh.com,+91-98200-12121,175.15,244.8,67,54,221,85,BATCH-260523-0152,2026-05-23,2026-12-11,Warehouse A - Main,28,198,925,8803,24,5875.2,1671.6,28.45,2026-07-07,2026-07-15,4.3,0.4179,0,0,0,0,4,100
153,SKU-BEV-0153,Coffee,Beverages,Pepsi,Sunrise Wholesale Traders,sales@sunrisewholesale.com,+91-98200-33344,67.83,81.91,20,25,246,62,BATCH-260623-0153,2026-06-23,2027-04-13,Warehouse C - Dry Goods,1,7,28,346,0,0.0,0.0,17.19,2026-07-15,2026-07-16,4.0,0.05,1,0,226,0,3,66.5
154,SKU-PER-0154,Razor,Personal Care,Lux,National FMCG Hub,orders@nationalfmcg.com,+91-98200-99900,52.94,71.24,58,26,147,57,BATCH-260403-0154,2026-04-03,2027-12-26,Warehouse B - Cold Storage,30,229,924,11184,40,2849.6,732.0,25.69,2026-07-03,2026-07-15,4.4,0.5172,0,0,0,0,4,100
155,SKU-BEV-0155,Juice,Beverages,Pepsi,Metro Grocery Supplies,contact@metrogrocery.com,+91-98200-77788,103.68,128.4,103,22,250,50,BATCH-260404-0155,2026-04-04,2026-11-19,Warehouse B - Cold Storage,20,147,541,8714,29,3723.6,716.88,19.25,2026-07-12,2026-07-17,4.0,0.1942,0,1,0,1,4,100
